,Unnamed: 0,index,Career_Level,Company,Description,Summary,Job_Type,Qualification,JobTitle,Years_Experience,Industry,Location,Salary,Posted_On,Benefits_Dental_Insurance,Benefits_Five-day_work_week,Benefits_Free_shuttle_bus,Benefits_Life_insurance,Benefits_Medical_insurance,Benefits_Overtime_pay,Benefits_Performance_bonus,Benefits_Transportation_allowance,Benefits_Travel_allowance,Benefits_Double_pay,Benefits_Education_allowance,Benefits_Work_from_home,Jobsdb_Indeed,Python,SQL,Machine Learning,Spark,Java,Data Mining,Hadoop,Tableau,Hive,SAS,Big Data,GCP,AI,R,AWS,Azure
580,580,2388,Entry Level,World Family Ltd,"Responsibilities:

Analyze and interpret data with MS Power BI
Support in Dashboards development including data modelling and design
Support to business analysis on market date
Participate in
BI projects and support the development of dashboards for 
Management Provide technical support to existing applications
Responsible for eDM promotion

Requirements:

Degree in Computer Science, Business Statistics, Data Science or related discipline
1 year or above, preferably in the marketing, business development or data analytics industry
Ability to interpret data from multiple sources and evaluate impact
Proficient in using the MS Power BI as data visualization tool
Knowledge in MSSQL Server and VBA, knowledge in R/Python will be an advantage
Excellent analytical skills
Good interpersonal and communication skills
Strong business and marketing acumen
Candidate with less experience will also be considered as BI Assistant

Work location:  

T.O.P in Mong Kok

Benefits:

5-day work week
Annual leave 12 days (for first year)
Extra leaves
Compensation leave for OT
Bonus
Entertainment fund
Medical Insurance (including dental insurance)
Staff discounts
and other comprehensive benefits

For further details, please visit our website: 
https://www.worldfamily.com.hk/ 
With energetic working environment in Mong Kok T.O.P, we offer entertainment fund, medical and dental insurance and other comprehensive benefits to the right
 candidate.
We are an equal opportunity employer. Qualified candidates please send your detailed resume in MS Word format along with your present & expected salary and available
 date by CLICKING the ""APPLY NOW"" button, or mail to Suite 1 & 6-10, 15/F, T.O.P, 700 Nathan Road, Mong Kok.   
Only short-listed candidates will be contacted. All information collected will be used for Recruitment purpose only.","Discretionary bonus & entertainment fund provided,Medical, dental insurance, extra leaves provided,Stable & harmonious working environment","Full Time, Permanent",Not Specified,Business Intelligence,,Trading and Distribution,Mong Kok,Salary Provided,2020-09-09,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Jobsdb,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
581,581,2394,Entry Level,Phillip Securities Group,"Job Description: 

Responsible for development/support of front and back office systems.
Provide user support and application maintenance.
Prepare system documentation. 
Job Requirements: 

Higher diploma, degree or above in Information Technology/ Information System/ Computer Science or related discipline.
2 years of solid hands-on experience in programming such as C++/C#/ASP.net.
Solid technical knowledge and experience in SQL database programming.
Experience in finance industry is a plus.
Strong problem solving skills and able to work independently.
Good command of written and spoken English, Cantonese.

Fresh graduates are welcome to apply. Experienced or capable candidates will be considered for the Analyst Programmer post.
If you are looking for growth and opportunities, please e-mail a full resume, indicating your preferred area(s), with present salary (if any) and expected
 salary to our P&A Department, Phillip Securities Group.

""All personal data collection is for recruitment purposes. The data provided by job applicants will be used strictly in accordance with the employer's personal data
 policies, a copy of which will be provided immediately upon request.""","bonus,fresh graduates,programmer","Full Time, Permanent",Non-Degree Tertiary,Programmers,,Financial Services,Admiralty,Salary Negotiable,2020-09-09,No,No,No,No,No,No,Yes,No,No,No,No,No,Jobsdb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,582,2400,Senior,Links International,"ResponsibilitiesResponsible for various analytical and management reports including monthly closing, variance analysis and dashboardsWorking closely with the IT department to manage reporting requirements of the Finance Management Report Systems and Business Intelligence ToolsAssisting system implementation project, with particular focus on the financial aspectsWork on in-depth financial analysis and report to the senior management on deficiencies and variances.Assist with other business parties in developing policies and operating guidelinesRecommend best practices for improving internal controls and processes and decision-making across business unitsRequirementsBachelor degree or above in Accounting, Finance or relevant disciplinePrior exposure in Hyperion Financial Management (HFM) Minimum of 3 years of experience in accounting, system implementation and data management/ analysisProficient in Microsoft Excel & PowerPointExcellent written and spoken English & Chinese","Well-established and sizable business,Good medical & dental,Global exposure","Full Time, Permanent",Degree,System Analyst,3.0,Financial Services,,Salary Provided,2020-09-09,No,No,No,No,No,No,No,No,No,No,No,No,Jobsdb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,583,2406,Entry Level,Wo Lee Group (Holding) Company Limited,"Responsibilities: 

Encodes project
Confirms program operation
program sequence and /or codes

Requirements:

Higher
 Diploma in IT Discipline 2
 to 3 years working experience in using Microsoft.Net, Visual Base is preferable, C# is also consider
Able
 to work independently 
Detailed
 job scope will be discussed during the interview and is subject to candidate’s experience and qualifications.

Potential candidates please apply with full resume indicating present and expected salary, employment history to the Human Resources
 Department.
Personal data collected will be used for recruitment purpose only and will be kept strictly confidential.  Unsuccessful applications will be destroyed
 after an appropriate time.","IT Programming,Microsoft.Net,IT Support","Full Time, Permanent",Non-Degree Tertiary,Programmers,2.0,"Engineering - Building, Civil, Construction / Quantity Survey",Mong Kok,Salary Negotiable,2020-09-09,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Jobsdb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,584,2407,Middle,Bank of China (Hong Kong) Limited,"Responsibilities  Formulate technology risk management strategies, processes and work plans Review IT initiatives from technology risk perspectives and provide advisory and recommendation Research and evaluate latest security threats and technology solutions, such as Cloud, Big Data, Artificial Intelligence, Social Networking and Mobility Review security architecture and relevant policies for the organization infrastructure, applications and cyber resilience Perform 2nd line assurance reviews Coordinate IT related regulatory examinations and enquiries   Requirements  Bachelor Degree or above in Information Technology or other related disciplines At least 8 years’ experience in IT security, technology risk or IT audit field of banking industry Understanding of HKMA requirements and industrial security standards Certificates holder in Information Systems Auditor (CISA), Information Systems Security Professional (CISSP), or Information Systems Manager (CISM) is preferred Sound experience/knowledge of technology risk management in Southeast Asian countries,  will be an advantage Be able to work independently and under pressure Be a good team player with good communication skills  Good command of written and spoken Chinese and English. Proficiency in Mandarin will be an advantage ","Review IT initiatives from tech risk perspectives,Review security architecture & policies,Coordinate IT related regulatory examinations",Full Time,Degree,Data Risk Related,8.0,Banking,Central,Salary Provided,2020-09-09,No,No,No,No,No,No,No,No,No,No,No,No,Jobsdb,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
585,585,2410,Middle,ISP Construction (Engineering) Limited,"ISP Construction (Engineering) Limited
We are a company holding construction and property management business. To cope with our rapid expansion, we are inviting high caliber personnel to fill the following position:

Project Quantity Surveyor/Quantity Surveyor - E&M (Ref: PQS/QS - ISP)
The Job:


Work with the QS and E&M team for contract administration and monitor the project financial issues
Prepare tender estimates & budget / proposals / sub-contract documents for E&M project works
Maintain the project historical cost data and pertinent information
Assistance to monitor inventory, procurement budgets, and the procurement process to ensure maximum profit is achieved

Requirements:


Degree / Diploma in Quantity Surveying or Building Services Engineering related disciplines
At least 5 years Engineering or QS experience, having site experience with contractor will be an advantage
Candidates with less experience will be considered for the role of Quantity Surveyor

(Data collected will be used for our recruitment purpose only)","Degree / Diploma in Quantity Surveying,5 years QS experience,Less exp. will be considered for the role of QS","Full Time, Permanent",Non-Degree Tertiary,Quant Analyst,5.0,"Engineering - Building, Civil, Construction / Quantity Survey",,,2020-09-09,No,No,No,No,No,No,No,No,No,No,Yes,No,Jobsdb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,586,2414,Not Specified,Road King Infrastructure Ltd,"Requirements:

Registered professional architect; 6 years working experience with min.2 years in similar capacity; Exposure with leading and reputable property developers or architectural firms is highly preferred;
Good verbal and written communication skills in Chinese and English;
Reliable, self-motivated, hard-working and able to work under pressure.

Employment will be on a contract basis for a period of 30 months, 5.5 days (Alternate Saturday) and public holiday.
We offer excellent career opportunities, attractive remuneration package and comprehensive staff benefits
 to the suitable candidate.

Interested parties, please send your full resume with Current & Expected salary by
 clicking ""APPLY NOW"".
 (Personal data collected will be used for recruitment purpose only)","HKIA / ARB registered,6 yrs working exp with min 2 yrs in the capacity,30-month contract","Contract, Full Time",Not Specified,Data Architect,,Property Development,Tsim Sha Tsui,Salary Provided,2020-09-09,No,No,No,No,No,No,Yes,No,No,No,No,No,Jobsdb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,587,2430,Middle,Airport Authority,"This is a fixed-term contract position of minimum 2 years with possibility for renewal subject to organizational needs and individual performance.
This incumbent is responsible for providing support to the Senior Project Architect in architectural design works.  This involves ensuring that the works are designed,
 specified and built to achieve the required level of service; to specified standards of materials and workmanship; and that they are completed safely, on time and within budget to the satisfaction of the Authority.

Responsibilities:

Providing technical assistance to ensure architectural elements are designed, specified and built to achieve
 the required standards of aesthetics, materials, coordination and workmanship;
Reviewing consultants’ designs and contractors’ submissions to ensure compliance with sound architectural principles and the required standards;
Reviewing technical proposals and site works to ensure that the required quality and safety standards are maintained;
Analyzing technical submissions for compliance with the specified requirements;
Monitoring progress of the works, maintaining comprehensive records and preparing thorough progress reports;
Co-coordinating design and construction interface issues and proactively resolve potential clashes and;
Preparing design proposals as required to facilitate the project works.

Requirements:

Bachelor’s degree in Architecture or related disciplines with at least 6 years’ relevant experience, of which a minimum of 3 years should be in project management
Member of HKIA or other equivalent professional bodies
Experience in 
management of airport terminal design and construction works is preferred
Good command of spoken and written English and Chinese
Proficient in MS Office applications and project management software tools
Knowledge of CADD software such as AutoCAD and BIM is an advantage

Interested parties please apply online via https://www.hongkongairport.com/en/careers/


Closing date: 22 September 2020
Data collected will only be used for job application processing. Applicant not being contacted by the Authority within eight weeks from the application closing date may assume that his/her application is unsuccessful.
 All personal data will be kept for a period of 12 months from the application closing date and will be destroyed afterwards. ","Degree in Architecture,At least 6 years’ relevant experience,3 years in project management","Contract, Full Time",Degree,Data Architect,6.0,Public Utilities,Airport Area,,2020-09-09,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Jobsdb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,588,2432,Middle,Airport Authority,"This is a fixed-term contract position of minimum 2 years with possibility for renewal subject to organizational needs and individual performance.
This incumbent is responsible for providing support to the Senior Manager, Architecture in architectural design works. This involves ensuring that the works are
 designed, specified and built to achieve the required level of service; to specified standards of materials and workmanship; and that they are completed safely, on time and within budget to the satisfaction of the Authority.

Responsibilities:


Providing technical assistance to ensure architectural elements are designed, specified and built to achieve the required standards of aesthetics,
 materials, coordination and workmanship;


Reviewing consultants’ designs and contractors’ submissions to ensure compliance with sound architectural principles and the required standards;


Reviewing technical proposals and site works to ensure that the required quality and safety standards are maintained;


Analyzing technical submissions for compliance with the specified requirements;


Monitoring progress of the works, maintaining comprehensive records and preparing thorough progress reports;


Co-coordinating design and construction interface issues and proactively resolve potential clashes and;


Preparing design proposals as required to facilitate the project works.

Requirements:


Bachelor’s degree in Architecture or related disciplines with at least 10 years’ relevant experience, of which a minimum of 6 years should be in project management


Member of HKIA or other equivalent professional bodies
Experience in statutory submissions for building works


Experience in
management of airport terminal design and construction works is an advanage


Excellent command of spoken and written English and Chinese


Proficient in MS Office applications and project management software tools


Knowledge of CADD software such as AutoCAD and BIM is an advantage

Interested parties please apply online via https://www.hongkongairport.com/en/careers/


Closing date: 22 September 2020
Data collected will only be used for job application processing. Applicant not being contacted by the Authority within eight weeks from the application closing date may assume that his/her
 application is unsuccessful. All personal data will be kept for a period of 12 months from the application closing date and will be destroyed afterwards. ","Bachelor's degree in Architecture,At least 10 years’ relevant experience,Excellent command of English & Chinese","Contract, Full Time",Degree,Data Architect,10.0,Public Utilities,Airport Area,,2020-09-09,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Jobsdb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,589,2489,Entry Level,Sara Beattie Appointments Ltd,"Responsibilities


Responsible for software development and maintenance of mission critical front office trading systems
Develop new Mobile and Web Application
Interact with users for collecting requirements and providing technical solutions
Perform systems administration and daily IT operation tasks

Requirements


Diploma or above in Computer Science or relevant experience
Minimum 3 years of working experience in Mobile and Web applications
Proficient in Oracle, T-SQL, MongoDB, C#, ASP and .NET
Fluent in Cantonese, Mandarin and English are REQUIRED
Immediately available will be a PLUS

Our client is pioneer security company that has been established in Hong Kong for over 40 years. The company’s vision is to bridge financial services and brokerages together. Due to
 their growing expansion in the Hong Kong office, they are looking for a Senior Analyst Programmer.
Please include your current and expected salary and available date, all applicants are advised to apply through

Website. For more details, please contact Leon Chan at +852 2507 9368.
Data collected will be used for recruitment purposes only. Personal data provided by job applicants will be used strictly in accordance with the Personal Data (Privacy) Ordinance. We regret
 that only the shortlisted candidates will be notified.","Web & Mobile Development,Financial Service,Career Progression","Full Time, Permanent",Non-Degree Tertiary,Programmers,3.0,Information Technology,Wan Chai,Salary Provided,2020-09-09,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Jobsdb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,590,2519,Entry Level,IT Solutions Ltd.,"We are searching for a number of high-calibre
Programmers to work on development and enhancement using 
Excel VBA in public sector. 

 Responsibilities:


Perform development and enhancement using
Excel VBA.
Assist in end-user technical support and testing.
Prepare Specification documents.

Requirements:  
 

Higher Diploma or above in IT or related disciplines
2 years + IT work experience
Experience in Excel VBA
Good command of English and Chinese

Benefits:


Attractive remuneration will be offered to the successful candidates.

Excellent opportunity to further develop your professional skills in the
Public Sector.


If you are interested, please send your resume in MS Word format, specifying your availability, current and expected salaries to:

jobs @itsolutions.com.hk

or

Please click the
Apply Now button and attach your cv in MS Word Format, specifying your availability, current and expected salaries.

Personal data collected will be used for recruitment purposes only.

IT Solutions Ltd.

Suite 2102
21/F Lucky Building
39 Wellington Street
Central, Hong Kong

(P.S. We do not process applications from overseas for this position) ","Excel VBA,Junior Programmer,Public Sector",Full Time,Degree,Programmers,2.0,Information Technology,,Salary Provided,2020-09-08,No,Yes,No,No,No,No,No,No,No,No,No,No,Jobsdb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,591,2520,Middle,IT Solutions Ltd.,"We are searching for high-calibre
Analyst Programmers to work on ""iAM Smart Platform"" implementation using Web Services & API in the Public Sector.
 Responsibilities:


Assist the design and implementation of application programming interface (API) on ""iAM Smart Platform"" 
Assist supervisor to gather technical requirements
Assist to conduct SIT and UAT
Assist supervisor to perform vendor management


Requirements:  
 

At least 3 years IT work experience, including at least 2 years experience in web services and API 
Knowledge in RESTful API and Android / iOS application development

Benefits:


Attractive remuneration will be offered to the successful candidates.

Excellent opportunity to further develop your professional skills in the public sector.


If you are interested, please send your resume in MS Word format, specifying your availability, current and expected salaries to:

jobs @itsolutions.com.hk

or

Please click the Apply Now button and attach your cv in MS Word Format, specifying your availability, current and expected salaries.

Personal data collected will be used for recruitment purposes only.

IT Solutions Ltd.

Suite 2102
21/F Lucky Building
39 Wellington Street
Central, Hong Kong

(P.S. We do not process applications from overseas for this position) ","""iAM Smart Platform"" implementation,Web Services & API,Attractive salary (Up to 35K+)",Full Time,Non-Degree Tertiary,Programmers,2.0,Information Technology,,Salary Provided,2020-09-08,No,Yes,No,No,No,No,No,No,No,No,No,No,Jobsdb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,592,2521,Middle,IT Solutions Ltd.,"We are searching for a number of high-calibre
.NET Analyst Programmers to work in Government Departments in taking part in all phases during the implementation of system interfaces, including feasibility study, systems analysis and design, procurement,
 programming, installation, system testing, user acceptance and deployments, and project coordination.
 Responsibilities:

Conduct system design and development of system interfaces for new project and the existing backend systems
Produce the functional and data specification of system interfaces
Integrate the systems of the department
Assist the tendering of products / services necessary for the implementation
Monitor the performance of vendors
Provide application support services such as liaison with users and vendors, monitoring, repairing,recovering application systems, generating management and operation reports, training and helpdesk support
 to users Update system documents, operation procedures, system configuration documents, drill plans, contingency plans, technical reports, user manuals etc.

Requirements:  
 

Higher Diploma or above in IT or equivalent
3 years+ IT work experience
2 years + experience in .NET programming
Experience in Web Services or RESTful APIs
Candidate with less experience will be considered as Programmer

Benefits:


Attractive remuneration will be offered to the successful candidates.

Excellent opportunity to further develop your professional skills in the
Public Sector.


If you are interested, please send your resume in MS Word format, specifying your availability, current and expected salaries to:

jobs @itsolutions.com.hk

or

Please click the
Apply Now button and attach your cv in MS Word Format, specifying your availability, current and expected salaries.

Personal data collected will be used for recruitment purposes only.

IT Solutions Ltd.

Suite 2102
21/F Lucky Building
39 Wellington Street
Central, Hong Kong

(P.S. We do not process applications from overseas for this position) ","Salary (Up to 40K+ p.m.),Higher Diploma or above in IT,New Implementation Project",Full Time,Non-Degree Tertiary,Programmers,3.0,Information Technology,,Salary Provided,2020-09-08,No,Yes,No,No,No,No,No,No,No,No,No,No,Jobsdb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,593,2537,Entry Level,David James Recruitment Limited,"Responsibilities:


Analyze and conduct requirements gathering for business/technical departments
Write technical design related documentation Review business process with clients to ensure the BAU are run effectively Facilitate communication between internal staff and external clients to Software/System delivery
Prepare Test Case / Plan and support UAT Requirement 
Requirements:


Degree holder in Computer Science, engineering or IT related discipline 3+ years’ business analyst experience in financial services field Requirement analysis and User Acceptance Testing experiences preferred Exposure in Investment, Risk Management & Data Management projects will be a big plus
Strong writing and communication skills in both English and Mandarin ","Tier One Buy Side Firm,Very Attractive Bonus,Global Exposure","Full Time, Permanent",Degree,Business Analyst,3.0,Financial Services,Central,Salary Provided,2020-09-08,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Jobsdb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,594,2548,Entry Level,Linkers International Limited,"THE JOB

Development of a software platform to support new technologies and hardware platforms
Software development for various SoC (System on Chip)
Driver implementation for different hardware modules
Third party software integration
Dealing with various video/audio technologies and networking protocols
Multi-threaded real-time application development using C/C++ on POSIX systems
System boot flow and firmware upgrade/packaging logic
Building system maintenance and enhancement

THE PERSON

University degree/Master degree/PhD in CS/IE/EE/CE or equivalent
2 years’ experience in embedded system software development in C/C++

To apply online please click the Apply button below. For a confidential discussion about this role please contact us on +852 2391 2813.
All personal data provided will be used for consideration of your job application only.

","5 days work, perm role, inhouse development,Hands on / good knowledge in C/C++,Welcome fresh graduates, on job training provided","Full Time, Permanent",Degree,Programmers,,Information Technology,Lai Chi Kok,"HK$20,000 - HK$30,000 /month (negotiable)",2020-09-08,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Jobsdb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,595,2557,Not Specified,Morgan Half International (Hong Kong) Limited,"
About the client:

Our client is one of the leading real estate companies in Hong Kong engaging in property development and management in Greater China. To cope with their business expansion, they are looking for a Business Analyst to join their team
 of 8.

Responsibilities:

Responsible for data analysis, market research and make recommendation to Management
Conduct market analyses and analysing overall profitability of the project and potential opportunities
Coordinate and gather information from internal and external parties 
Prepare regular reports on research findings
Assist in other ad-hoc assignments


Requirements:

Degree holder in Economics, Mathematics, Statistics or Business related discipline
3 years or above experience in business planning in property industry
High proficient in both spoken and written English and Chinese
Familiar with statistical tools (i.e. Power BI, Oracle, SPSS)
Candidates with more experience will be considered as Senior Business Analyst


To apply online, please click ""Apply Now"" button below. For any inquiries, please email info @morganhalf.com","3 years above in Business Planning & Analysis,Power BI, Oracle, SPSS,13 month + bonus","Full Time, Permanent",Not Specified,Business Analyst,,Human Resources Management / Consultancy,,Salary Negotiable,2020-09-08,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Jobsdb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,596,2565,Not Specified,BOCI-Prudential Asset Management Ltd,"Our Operation is currently looking to high caliber candidate to join
 Responsibilities

Assist Project Manager in handling Web Application and explore the opportunities in Mobile Application
Guide web programmers for Web Application development and project implementation
Analyze, design and implement multi-tier web application systems; perform feasibility study, identify risks and provide suitable IT solutions
Communicate with internal users and external vendors to provide software solutions
Develop data conversion and migration plan and strategies
Conduct requirement and justification studies
Prepare and review test plans, specifications and documentations
Ensure delivery according to defined needs with proper change management

Requirements

Degree holder or higher in Computer Science / Computer Engineering or related discipline with minimum 3 years working experience in systems development with hands-on experience in Web application & Mobile
 Apps development Experience in ASP.Net, VB.NET is a must
Knowledge of Crystal Report & MS SQL Server
Experience in C# and/or Java and/or Java Script for Web Application / Services Development is an added advantages
Experience in leading small software development team is preferable
Strong communication skills in both English and Cantonese
Great interpersonal skills - self-motivated, team-oriented, strong analytical
Immediate available is ideal

We offer competitive remuneration package and comprehensive fringe benefit to the right candidates. Interested parties please submit your application by clicking “Apply Now” OR
Visit www.boci-pru.com.hk for our latest career opportunities.
All information received will be treated in strict confidential and only be used for recruitment related purpose. Applicants who are not being contacted within two months may consider their applications
 unsuccessful and their data will be destroyed within twelve months of receipt. 
Responsibility   *   Integrity   *   Teamwork   *   Performance","Email to us: [email protected],Degree /higher in Comp Science/Comp Engineering,Minimum 3 years working exp. in systems develop","Full Time, Permanent",Not Specified,System Analyst,,Financial Services,Sheung Wan,Salary Negotiable,2020-09-08,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Jobsdb,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
597,597,2589,Entry Level,iAsia Online Systems Limited,"Responsibilities

Communicating with various internal teams for the most effective and efficient solutions
Analyze business operations and user requirements of financial institutes
Prepare functional requirement specification
Prepare Testing Plan and assist user during UAT
Prepare System User Manual
Provide training to end users 
Assist in project management

Requirements

Degree in Computer Science or Business Studies
2 years or more in financial industry is preferable
Logical mindset and excellent analytical skills
Strong relationship management skills
Work independent and under pressure 
Proficiency in MS Word, PowerPoint, Excel

We Offer 

Career advancement opportunities
Attractive remuneration package
5-day work week and bank holiday
Full Paid Sick Leave, Annual Leave, Maternity Leave, Paternity Leave,etc
Company medical insurance, life insurance and dental insurance
Year End Discretionary Bonus 
On job training and training allowance
Friendly working environment
Staff Activities & Events e.g. Happy Friday Gathering, Annual Dinner, Festival Gift, Christmas Party, etc

Interested parties please apply by clicking ""Apply Now"" to send full resume with current & expected salary. 
For more information of our company, please visit our website address: http://www.iasia.com.hk
(Data collected would be used for recruitment purpose only)","2 yrs or more in financial industry is preferable,Prepare Testing Plan and assist user during UAT,Prepare System User Manual","Full Time, Permanent",Degree,Business Analyst,2.0,Information Technology,Yau Tsim Mong Area,Salary Negotiable,2020-09-08,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Jobsdb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,598,2607,Not Specified,Tradelink Electronic Commerce Limited,"
Reporting to the Manager (Supply Chain Solution Department), this position is to support the Project Manager to achieve responsible tasks.
The Business Analysis/Project Coordinator will work as part of a dynamic team to work on one or more supply chain projects and will engage with a wide range of internal and external stakeholders.

Duties and Responsibilities:



Assist Project Manager to achieve responsible tasks.

Perform business analysis through working with customer to understand business
 processes and identify their needs. Perform system design and data analysis.
Work with IT and customer to analyse business/technical
 requirements and design/implement solutions to address business problems.
Prepare requirement specifications
 to document the current operation and proposed services in detail, review and confirm the specifications with customers, and clarify any unclear requirements with the technical team for system development.
Prepare
 test plan and test cases for the UAT and End-To-End tests, and if applicable coordinate and participate in the test execution.
Coordinate
 and assist the preparation of the training and user manual.
Conduct
 post-implementation review with internal and external parties to identify areas of improvement for the current and subsequent implementation of the services.

Job
 Requirements:

A
 degree in Business, Business Information Systems, Computer Science or similar credentials with strong business acumen.
Experience
 in the field of IT, Supply Chain industry or E-Commerce will be an asset.
Excellent
 communication, presentation, and interpersonal skills.
Strong
 sense of responsibility & accountability, and willing to learn.
Strong
 analytical & problem-solving skills.
Self-motivated
 with strong sense of accountability. Experience
 in the XML, data analysis and business intelligence is a definite advantage.
Fresh
 Graduates with good attitude will also be considered.
Candidate
 with a couple years of IT project experience or project management will be considered as Assistant Manager. 

We
 offer fringe benefits including 5-day work week, medical insurance, double pay, 
discretionary bonus and good career prospects. Interested parties, please apply with a detailed CV with present and expected salary to: The Human Resources Department, Tradelink Electronic Commerce Limited, 11/F & 12/F, Tower B, Regent Centre, 63 Wo
 Yi Hop Road, Kwai Chung, Hong Kong or by fax : 25991680.
Personal
 data provided by job applicants will be used strictly in accordance with Tradelink's Personal Data Collection Policy for Recruitment, a copy of which is available at
http://www.tradelink.com.hk./","5-day work week, medical insurance & double pay,Degree holder in Business/Computer Science,Fresh graduate with good attitude will consider","Full Time, Permanent",Not Specified,Business Analyst,,Information Technology,Kwai Tsing Area,Salary Provided,2020-08-19,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Jobsdb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,599,2610,Entry Level,Automated Systems (HK) Ltd,"Job Responsibilities:


Work closely with client's team to implement the system follow coding practice/guideline/ standard provided by the client;
Study requirement and prepare documentation on functional specification & technical specification;
Perform system analysis, design, implementation, testing and support;
Perform other duties as assigned by the supervisors. 
Onsite-work, 5 days, office hours

Job Requirements


Higher Diploma or above in Computer Science, or any related discipline
Knowledge on ASP.NET, C#, is preferred
Experienced on MVC model, Entity framework, MSSQL HTML5, JavaScript, jQuery, Crystal Report/Jasper report would be an advantage but not a must
Good command of spoken and written English and Chinese


We offer 5-day week, excellent career opportunities, remuneration and benefits to the right candidates. Please state clearly the position you are applying with
 reference no. in the subject line and sending a full resume in MS Word Format including recruitment channel, present and expected salary to: Human Resources Department, Automated Systems (HK) Ltd., 15/F., Topsail Plaza, 11 On Sum Street, Shatin, N.T.


To learn us more, please visit our website: www.asl.com.hk

We are an equal opportunity employer. All applications will be treated in strict confidence. We regret that only shortlisted candidates will be notified. All personal data will
 be destroyed within six months after the selection process.","ASP.NET, C# ,Attractive package, renewable contract,Multiple industries to select","Contract, Full Time",Non-Degree Tertiary,Programmers,,Information Technology,,Salary Provided,2020-08-25,No,Yes,No,No,No,No,No,No,No,No,No,No,Jobsdb,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
600,600,2612,Entry Level,"The Bank of East Asia, Limited","Risk Strategy & Governance Department

Risk Officer (Basel Modelling & Coordination)
(Job ID: 2569)

Responsibilities


To be a team member of Risk Strategy & Governance Department
To conduct data mining and develop credit rating models and scorecards
To carry out credit portfolio management and prepare MIS reports
To conduct data analysis related to risk related issues


Requirements


University graduate in Risk Management, Statistics or Quantitative Analysis
1 - 2 years of experience in banking industry or financial institutions
Experience in massive data processing will be an advantage
Knowledge of quantitative analysis techniques, SAS or other statistical tools will be an advantage
Good command  of both spoken and written English and Chinese


Please apply online via the BEA Careers website at

https://careers.hkbea.com/psp/hcmprd/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=UFOCUS=Applicant&SiteId=1&JobOpeningId=2569&PostingSeq=1 or by clicking the ""Apply Now"" button below. Kindly note that if you are a new user, you
 have to first create your User Profile before you can apply.

Personal data provided by job applicants will be used for recruitment purposes only and will be treated in accordance with the Bank's Personal Information Collection (Employees) Statement
 and Privacy Policy Statement. Applicants who are not invited for interviews within six weeks may consider their applications unsuccessful and the personal data collected will be destroyed after six months.","University graduate in Risk Management, Statistics,1 - 2 years of experience in banking industry,Conduct data analysis","Full Time, Permanent",Degree,Data Risk Related,1.0,Financial Services,,,2020-08-22,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Jobsdb,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
